case_id,activity,timestamp,lifecycle,resource,priority,activity_priority,decision,decision_time,system_time
Cliente_0,Arrival,0.0,complete,,0.0,,,,
Cliente_0,Servir,0.0,start,"Garcons, Copos",0.0,0.0,,,
Cliente_0,Servir,5.823678896428724,complete,"Garcons, Copos",0.0,0.0,,,
Cliente_0,Decide1_Cliente,5.823678896428724,complete,,,,Cliente,5.823678896428724,
Cliente_0,Beber,5.823678896428724,start,Copos,0.0,,,,
Cliente_0,Beber,13.086198412005341,complete,Copos,0.0,,,,
Cliente_0,Decide2_Satisfeito,13.086198412005341,complete,,,,Satisfeito,13.086198412005341,
Cliente_0,Discharge,13.086198412005341,complete,,,,,,13.086198412005341
Cliente_1,Arrival,3.1153383248830413,complete,,0.0,,,,
Cliente_1,Servir,3.5,start,"Garcons, Copos",0.0,0.0,,,
Cliente_1,Servir,8.309635470951317,complete,"Garcons, Copos",0.0,0.0,,,
Cliente_1,Decide1_Cliente,8.309635470951317,complete,,,,Cliente,8.309635470951317,
Cliente_1,Beber,8.309635470951317,start,Copos,0.0,,,,
Cliente_1,Beber,13.842404662673033,complete,Copos,0.0,,,,
Cliente_1,Decide2_Satisfeito,13.842404662673033,complete,,,,Satisfeito,13.842404662673033,
Cliente_1,Discharge,13.842404662673033,complete,,,,,,10.727066337789992
Cliente_10,Arrival,103.26744426411773,complete,,0.0,,,,
Cliente_10,Servir,103.26744426411773,start,"Garcons, Copos",0.0,0.0,,,
Cliente_10,Servir,109.69141372827194,complete,"Garcons, Copos",0.0,0.0,,,
Cliente_10,Decide1_Cliente,109.69141372827194,complete,,,,Cliente,109.69141372827194,
Cliente_10,Beber,109.69141372827194,start,Copos,0.0,,,,
Cliente_10,Beber,116.55689546059466,complete,Copos,0.0,,,,
Cliente_10,Decide2_Beber_mais,116.55689546059466,complete,,,,Beber_mais,116.55689546059466,
Cliente_10,Servir,116.55689546059466,start,"Garcons, Copos",0.0,0.0,,,
Cliente_10,Servir,122.51770524340135,complete,"Garcons, Copos",0.0,0.0,,,
Cliente_10,Decide1_Cliente,122.51770524340135,complete,,,,Cliente,122.51770524340135,
Cliente_10,Beber,122.51770524340135,start,Copos,0.0,,,,
Cliente_10,Beber,130.41325890020192,complete,Copos,0.0,,,,
Cliente_10,Decide2_Satisfeito,130.41325890020192,complete,,,,Satisfeito,130.41325890020192,
Cliente_10,Discharge,130.41325890020192,complete,,,,,,27.145814636084197
Cliente_11,Arrival,116.61636569071919,complete,,0.0,,,,
Cliente_11,Servir,116.85187699116071,start,"Garcons, Copos",0.0,0.0,,,
Cliente_11,Servir,121.80312516811324,complete,"Garcons, Copos",0.0,0.0,,,
